ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
1551	"ENSG00000178295.10"	"GEN1"	chr2	+	17950004	17950078	17952262	17952365	17947845	17947956	17952462	17952554	1551	72,75	0,1	69,73	0,2	173	199	0.682954861545	1.0	1.0,0.989	1.0,0.977	0.006
1552	"ENSG00000178295.10"	"GEN1"	chr2	+	17950004	17950078	17952262	17952365	17947845	17947956	17953900	17954051	1552	72,72	0,2	71,77	0,2	173	199	0.976666953557	1.0	1.0,0.976	1.0,0.978	-0.001
1559	"ENSG00000010803.12"	"SCMH1"	chr1	-	41617285	41617356	41618270	41618413	41608549	41608784	41625396	41625605	1559	15,8	21,38	5,4	8,15	199	170	0.907913883267	1.0	0.379,0.152	0.348,0.186	-0.002
1560	"ENSG00000010803.12"	"SCMH1"	chr1	-	41536266	41536393	41540890	41541123	41514361	41514562	41578954	41579198	1560	30,41	213,294	30,36	194,320	199	199	0.712293180435	1.0	0.123,0.122	0.134,0.101	0.005
1561	"ENSG00000010803.12"	"SCMH1"	chr1	-	41536266	41536393	41540890	41540944	41514361	41514562	41578954	41579198	1561	2,0	213,294	1,0	194,320	153	199	0.924277080271	1.0	0.012,0.0	0.007,0.0	0.003
1570	"ENSG00000173473.6"	"SMARCC1"	chr3	-	47716964	47717078	47718118	47718272	47712147	47712207	47719687	47719801	1570	239,187	37,20	175,170	43,5	199	199	0.772894330187	1.0	0.866,0.903	0.803,0.971	-0.002
1571	"ENSG00000173473.6"	"SMARCC1"	chr3	-	47703823	47704082	47712147	47712207	47680214	47680270	47716964	47717078	1571	37,17	2,0	37,5	0,2	159	199	0.780263401408	1.0	0.959,1.0	1.0,0.758	0.101
1573	"ENSG00000088298.8"	"EDEM2"	chr20	-	33719444	33719586	33725682	33725808	33714053	33714178	33730175	33730281	1573	102,40	311,222	43,36	187,142	199	199	0.789953802067	1.0	0.247,0.153	0.187,0.202	0.006
159	"ENSG00000116809.7"	"ZBTB17"	chr1	-	16273429	16273618	16274785	16274992	16272648	16272789	16299533	16299620	159	20,3	53,17	5,1	23,7	199	199	0.672555741334	1.0	0.274,0.15	0.179,0.125	0.06
1596	"ENSG00000133424.16"	"LARGE"	chr22	-	34022227	34022310	34046352	34046654	34000420	34000544	34157357	34157545	1596	42,24	3,10	14,7	4,0	199	182	0.885038649403	1.0	0.928,0.687	0.762,1.0	-0.073
1601	"ENSG00000138674.12"	"SEC31A"	chr4	-	83782783	83782861	83783686	83783725	83778841	83778917	83784470	83784545	1601	166,73	191,189	76,53	109,97	138	177	0.825665206259	1.0	0.527,0.331	0.472,0.412	-0.013
1609	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	49002351	49002415	48960180	48960244	49004557	49004708	1609	18,28	13,14	15,17	14,7	199	163	0.829433723265	1.0	0.531,0.621	0.467,0.665	0.01
161	"ENSG00000119318.8"	"RAD23B"	chr9	+	110062421	110062503	110064315	110064395	110045559	110045976	110068659	110068928	161	1140,869	317,663	735,958	254,610	181	179	0.933268428421	1.0	0.781,0.565	0.741,0.608	-0.001
1610	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982568	48982614	48956253	48956431	48999044	48999112	1610	25,24	6,9	18,36	2,17	199	145	0.975345308731	1.0	0.752,0.66	0.868,0.607	-0.032
1611	"ENSG00000177479.15"	"ARIH2"	chr3	+	48964894	48965246	48982568	48982614	48962150	48962272	48999044	48999112	1611	41,42	7,13	31,51	2,18	199	145	0.807441218794	1.0	0.81,0.702	0.919,0.674	-0.04
1620	"ENSG00000162910.14"	"MRPL55"	chr1	-	228296137	228296175	228296655	228296722	228295935	228296019	228296961	228297000	1620	18,11	16,2	4,2	5,0	166	137	0.819136902376	1.0	0.481,0.819	0.398,1.0	-0.049
1621	"ENSG00000166451.9"	"CENPN"	chr16	+	81050930	81050990	81051362	81051439	81047740	81047786	81053704	81053881	1621	51,39	327,217	37,42	234,219	159	176	0.796133918324	1.0	0.147,0.166	0.149,0.175	-0.005
163	"ENSG00000137478.10"	"FCHSD2"	chr11	-	72726853	72726930	72794739	72794785	72712034	72712179	72851075	72851173	163	36,44	77,81	17,40	53,53	145	176	0.938363129956	1.0	0.362,0.397	0.28,0.478	0.001
1636	"ENSG00000162599.11"	"NFIA"	chr1	+	61798183	61798258	61818121	61818239	61743191	61743257	61824818	61824946	1636	0,0	10,13	6,4	14,4	174	199	1	1.0	0.0,0.0	0.329,0.534	-0.431
1644	"ENSG00000108960.3"	"MMD"	chr17	-	53481127	53481229	53485106	53485176	53478829	53478899	53488617	53488778	1644	1,0	165,119	0,0	122,100	169	199	1	1.0	0.007,0.0	0.0,0.0	0.004
1646	"ENSG00000108960.3"	"MMD"	chr17	-	53481127	53481229	53485106	53485181	53469973	53471895	53488617	53488778	1646	193,193	13,6	172,219	4,14	174	199	0.834863922591	1.0	0.944,0.974	0.98,0.947	-0.005
1647	"ENSG00000108960.3"	"MMD"	chr17	-	53481127	53481229	53485106	53485176	53469973	53471895	53488617	53488778	1647	0,0	13,6	2,0	4,14	169	199	1	1.0	0.0,0.0	0.371,0.0	-0.185
1649	"ENSG00000108960.3"	"MMD"	chr17	-	53485106	53485181	53488617	53488778	53478829	53478899	53491511	53491593	1649	67,93	2,0	35,41	0,0	199	174	0.523721548889	1.0	0.967,1.0	1.0,1.0	-0.016
165	"ENSG00000137478.10"	"FCHSD2"	chr11	-	72712034	72712179	72726853	72726930	72700008	72700142	72794739	72794785	165	52,68	45,93	47,58	40,74	176	199	0.857165882807	1.0	0.566,0.453	0.571,0.47	-0.011
1651	"ENSG00000108960.3"	"MMD"	chr17	-	53478829	53478899	53485106	53485176	53469973	53471895	53488617	53488778	1651	0,0	530,285	2,0	371,257	169	169	1	1.0	0.0,0.0	0.005,0.0	-0.003
1652	"ENSG00000108960.3"	"MMD"	chr17	-	53478829	53478899	53481127	53481229	53469973	53471895	53485106	53485181	1652	1806,886	531,284	1293,820	371,257	199	169	0.854733463733	1.0	0.743,0.726	0.747,0.73	-0.004
1654	"ENSG00000160124.5"	"CCDC58"	chr3	-	122084182	122084313	122085299	122085396	122081814	122081874	122087022	122087169	1654	4,0	17,13	0,0	10,11	196	199	1	1.0	0.193,0.0	0.0,0.0	0.097
1655	"ENSG00000160124.5"	"CCDC58"	chr3	-	122084182	122084313	122085182	122085396	122081814	122081874	122087022	122087169	1655	3,1	17,13	0,1	10,11	199	199	0.772921855485	1.0	0.15,0.071	0.0,0.083	0.069
1656	"ENSG00000160124.5"	"CCDC58"	chr3	-	122084182	122084313	122085299	122085399	122081814	122081874	122087022	122087169	1656	4,0	17,13	0,0	10,11	199	199	1	1.0	0.19,0.0	0.0,0.0	0.095
1657	"ENSG00000160124.5"	"CCDC58"	chr3	-	122084182	122084313	122085182	122085399	122081814	122081874	122087022	122087169	1657	3,1	17,13	0,1	10,11	199	199	0.772921855485	1.0	0.15,0.071	0.0,0.083	0.069
1661	"ENSG00000133597.5"	"ADCK2"	chr7	+	140386789	140387041	140389396	140389525	140380841	140380937	140390559	140390613	1661	6,10	13,3	9,0	8,1	199	199	0.830589644663	1.0	0.316,0.769	0.529,0.0	0.278
1664	"ENSG00000156110.9"	"ADK"	chr10	+	76360136	76360251	76429940	76430027	76349039	76349075	76468078	76468233	1664	70,37	203,147	44,58	120,198	199	186	0.735613310919	1.0	0.244,0.19	0.255,0.215	-0.018
1667	"ENSG00000155111.10"	"CDK19"	chr6	-	110944492	110944565	110944565	110944681	110944017	110944115	110947978	110948048	1667	0,4	188,265	0,0	210,371	199	172	0.792554861629	1.0	0.0,0.013	0.0,0.0	0.006
1670	"ENSG00000182150.11"	"ERCC6L2"	chr9	+	98690360	98690432	98690432	98690559	98685541	98685661	98691000	98691146	1670	15,9	0,2	20,7	2,0	171	199	0.727178632889	1.0	1.0,0.84	0.921,1.0	-0.041
1671	"ENSG00000087206.12"	"UIMC1"	chr5	-	176395555	176395756	176396053	176396292	176385093	176385155	176396601	176396707	1671	12,19	12,6	6,1	4,1	199	199	0.664972486087	1.0	0.5,0.76	0.6,0.5	0.08
1673	"ENSG00000259347.1"	"RP11-798K3.2"	chr15	-	67279930	67279985	67348746	67348805	67279495	67279600	67351477	67351591	1673	0,2	12,8	2,0	7,6	158	154	0.662051982019	1.0	0.0,0.196	0.218,0.0	-0.011
1678	"ENSG00000169764.10"	"UGP2"	chr2	+	64083921	64084016	64084683	64084852	64083439	64083567	64084962	64085070	1678	2,0	10,8	0,0	11,11	194	199	1	1.0	0.17,0.0	0.0,0.0	0.085
1680	"ENSG00000134014.12"	"ELP3"	chr8	+	27954735	27954835	27957344	27957483	27950628	27950750	27964229	27964300	1680	100,42	50,61	61,28	44,29	199	199	0.975021161734	1.0	0.667,0.408	0.581,0.491	0.001
1686	"ENSG00000138823.8"	"MTTP"	chr4	+	100510799	100510907	100512391	100512508	100504530	100504674	100512807	100512947	1686	219,333	46,123	281,278	65,110	199	199	0.788433769001	1.0	0.826,0.73	0.812,0.716	0.014
1689	"ENSG00000158483.11"	"FAM86C1"	chr11	+	71502781	71502865	71504425	71504527	71500828	71500891	71507062	71507212	1689	0,4	0,0	0,4	2,0	183	199	1	1.0	NA,1.0	0.0,1.0	0.5
169	"ENSG00000115970.14"	"THADA"	chr2	-	43655238	43655370	43712372	43712464	43625109	43625278	43725971	43726094	169	14,6	10,19	6,12	13,15	191	199	0.934979583121	1.0	0.593,0.248	0.325,0.455	0.03
1691	"ENSG00000137996.8"	"RTCA"	chr1	+	100750795	100750878	100752654	100752759	100742813	100742872	100756958	100757327	1691	2,1	248,285	0,2	174,472	182	199	1	1.0	0.009,0.004	0.0,0.005	0.004
1698	"ENSG00000140682.14"	"TGFB1I1"	chr16	+	31485002	31485055	31485155	31485298	31484761	31484877	31485472	31485560	1698	10,7	2,3	4,0	0,2	152	199	0.728076171018	1.0	0.867,0.753	1.0,0.0	0.31
170	"ENSG00000115970.14"	"THADA"	chr2	-	43783483	43783694	43787372	43787524	43779342	43779478	43793836	43793960	170	4,5	25,14	1,7	15,8	199	199	0.631384839123	1.0	0.138,0.263	0.063,0.467	-0.065
1702	"ENSG00000263809.1"	"RP11-849F2.7"	chr17	-	8285315	8285408	8285460	8285656	8283113	8283254	8286474	8286505	1702	17311,13362	4,0	11586,17581	0,2	199	192	1	1.0	1.0,1.0	1.0,1.0	0.0
1705	"ENSG00000120798.12"	"NR2C1"	chr12	-	95422162	95422300	95425124	95425264	95418925	95419031	95434251	95434373	1705	11,12	119,90	8,10	79,72	199	199	0.793232197348	1.0	0.085,0.118	0.092,0.122	-0.005
1708	"ENSG00000120798.12"	"NR2C1"	chr12	-	95425124	95425264	95442843	95443009	95422162	95422285	95445537	95445719	1708	105,92	9,6	75,70	4,6	199	199	0.922572956391	1.0	0.921,0.939	0.949,0.921	-0.005
1711	"ENSG00000265500.1"	"SENP3-EIF4A1"	chr17	+	7477583	7477626	7477863	7477996	7475601	7476182	7478436	7478576	1711	20,6	1293,951	21,1	1075,938	142	199	1	1.0	0.021,0.009	0.027,0.001	0.001
1713	"ENSG00000168679.13"	"SLC16A4"	chr1	-	110924273	110924417	110925455	110925588	110923603	110923765	110931858	110931977	1713	5,3	5,3	3,0	0,3	199	199	1	1.0	0.5,0.5	1.0,0.0	0.0
1714	"ENSG00000168679.13"	"SLC16A4"	chr1	-	110924273	110924417	110925455	110925527	110923603	110923765	110931858	110931977	1714	0,1	5,3	0,0	0,3	171	199	1	1.0	0.0,0.279	NA,0.0	0.14
1718	"ENSG00000163631.12"	"ALB"	chr4	+	74275092	74275140	74275140	74275204	74274354	74274522	74276028	74276126	1718	19,5	39093,19607	7,3	24130,11220	147	163	1	1.0	0.001,0.0	0.0,0.0	0.001
1719	"ENSG00000163631.12"	"ALB"	chr4	+	74283247	74283386	74283804	74283852	74281972	74282070	74283982	74284028	1719	69908,67471	0,1	49606,69251	0,0	199	147	1	1.0	1.0,1.0	1.0,1.0	0.0
1722	"ENSG00000163631.12"	"ALB"	chr4	+	74272345	74272478	74275071	74275140	74270832	74270890	74276028	74276126	1722	12067,7699	11,4	8615,6829	4,5	199	168	1	1.0	0.999,0.999	0.999,0.999	0.0
1723	"ENSG00000163631.12"	"ALB"	chr4	+	74272345	74272478	74275071	74275204	74270017	74270123	74276028	74276126	1723	2,7	57114,25723	0,0	34255,15224	199	199	1	1.0	0.0,0.0	0.0,0.0	0.0
1724	"ENSG00000163631.12"	"ALB"	chr4	+	74272345	74272478	74275071	74275140	74270017	74270123	74276028	74276126	1724	2,7	13,19	0,0	4,5	199	168	1	1.0	0.115,0.237	0.0,0.0	0.176
1725	"ENSG00000163631.12"	"ALB"	chr4	+	74272367	74272478	74275071	74275204	74270832	74270890	74276028	74276126	1725	0,1	57112,25709	0,2	34255,15224	199	199	1	1.0	0.0,0.0	0.0,0.0	0.0
1728	"ENSG00000115524.11"	"SF3B1"	chr2	-	198274493	198274731	198281464	198281635	198273092	198273305	198283232	198283312	1728	461,537	272,452	382,457	253,355	199	199	0.916714139617	1.0	0.629,0.543	0.602,0.563	0.004
173	"ENSG00000163913.7"	"IFT122"	chr3	+	129177441	129177520	129179696	129179849	129170756	129170841	129180070	129180147	173	38,45	0,1	34,37	0,1	178	199	0.876135073988	1.0	1.0,0.981	1.0,0.976	0.002
1730	"ENSG00000158470.5"	"B4GALT5"	chr20	-	48263501	48263615	48273104	48273239	48260062	48260187	48330112	48330415	1730	54,79	149,273	17,25	93,49	199	199	0.966204208602	1.0	0.266,0.224	0.155,0.338	-0.002
1733	"ENSG00000110436.7"	"SLC1A2"	chr11	-	35313833	35313909	35323065	35323192	35308303	35308498	35327620	35327789	1733	62,33	12,23	58,27	19,12	199	175	0.967166981028	1.0	0.82,0.558	0.729,0.664	-0.007
1740	"ENSG00000130158.9"	"DOCK6"	chr19	-	11339973	11340066	11342860	11342965	11339615	11339711	11343878	11344042	1740	0,0	5,13	2,0	1,0	199	192	1	1.0	0.0,0.0	0.659,NA	-0.659
1742	"ENSG00000198780.7"	"FAM169A"	chr5	-	74134789	74134875	74135898	74135998	74109664	74109844	74137369	74137504	1742	9,14	1,1	12,15	0,2	199	185	0.892100086516	1.0	0.893,0.929	1.0,0.875	-0.026
1747	"ENSG00000148584.10"	"A1CF"	chr10	-	52601621	52601752	52603747	52603882	52595833	52596072	52619601	52619745	1747	16,14	91,140	30,14	144,225	199	199	0.737544713666	1.0	0.15,0.091	0.172,0.059	0.005
1748	"ENSG00000148584.10"	"A1CF"	chr10	-	52619601	52619745	52623792	52623840	52603747	52603882	52645340	52645435	1748	1,0	135,189	0,0	153,177	147	199	1	1.0	0.01,0.0	0.0,0.0	0.005
1749	"ENSG00000099204.14"	"ABLIM1"	chr10	-	116207638	116207785	116211382	116211430	116205070	116205162	116225456	116225586	1749	199,330	191,154	113,309	167,113	147	199	0.820121692908	1.0	0.585,0.744	0.478,0.787	0.032
175	"ENSG00000163913.7"	"IFT122"	chr3	+	129195157	129195215	129195268	129195349	129188184	129188260	129195505	129195644	175	2,8	13,1	9,10	13,12	157	180	0.869353646577	1.0	0.15,0.902	0.443,0.489	0.06
1751	"ENSG00000099204.14"	"ABLIM1"	chr10	-	116227939	116227975	116232735	116232891	116225456	116225586	116247716	116247775	1751	7,14	179,366	2,9	105,218	199	135	0.885421889551	1.0	0.026,0.025	0.013,0.027	0.006
1759	"ENSG00000144741.13"	"SLC25A26"	chr3	+	66396787	66396832	66413283	66413353	66313755	66313803	66419901	66419966	1759	17,16	26,11	12,11	7,15	144	169	0.791654309981	1.0	0.434,0.631	0.668,0.463	-0.033
1760	"ENSG00000144741.13"	"SLC25A26"	chr3	+	66396787	66396832	66413283	66413353	66354876	66354961	66419901	66419966	1760	3,0	24,11	1,0	9,11	144	169	0.777194963582	1.0	0.128,0.0	0.115,0.0	0.006
1765	"ENSG00000132122.7"	"SPATA6"	chr1	-	48878781	48878823	48917223	48917272	48877135	48877260	48918665	48918803	1765	0,0	4,2	0,2	4,4	148	141	1	1.0	0.0,0.0	0.0,0.323	-0.162
1767	"ENSG00000122566.16"	"HNRNPA2B1"	chr7	-	26236020	26236101	26236176	26236300	26235466	26235529	26236426	26236637	1767	0,4	3465,1933	1,0	1768,1631	199	180	1	1.0	0.0,0.002	0.001,0.0	0.001
1768	"ENSG00000197530.8"	"MIB2"	chr1	+	1560907	1561033	1562029	1562134	1560665	1560808	1562216	1562379	1768	0,4	291,113	0,0	105,22	199	199	0.535380409967	1.0	0.0,0.034	0.0,0.0	0.017
177	"ENSG00000163913.7"	"IFT122"	chr3	+	129170756	129170815	129177441	129177520	129168713	129168780	129180070	129180147	177	3,6	6,9	8,1	4,5	158	178	0.620335459178	1.0	0.36,0.429	0.693,0.184	-0.044
1773	"ENSG00000171466.5"	"ZNF562"	chr19	-	9768684	9768811	9770054	9770143	9764383	9764557	9771395	9771550	1773	3,8	9,2	4,2	2,6	188	199	0.801569316285	1.0	0.261,0.809	0.679,0.261	0.065
1775	"ENSG00000228315.7"	"GUSBP11"	chr22	-	24037359	24037704	24042912	24043032	24025911	24026054	24047615	24047728	1775	0,0	7,6	5,2	7,2	199	199	1	1.0	0.0,0.0	0.417,0.5	-0.459
1776	"ENSG00000228315.7"	"GUSBP11"	chr22	-	24036305	24037704	24042912	24043032	24025911	24026054	24047615	24047728	1776	0,0	6,3	5,2	9,2	199	199	1	1.0	0.0,0.0	0.357,0.5	-0.428
1778	"ENSG00000143437.16"	"ARNT"	chr1	-	150813040	150813145	150814899	150814944	150811916	150812130	150818738	150818783	1778	179,124	0,0	211,262	0,4	144	199	0.960816956706	1.0	1.0,1.0	1.0,0.989	0.006
178	"ENSG00000163913.7"	"IFT122"	chr3	+	129170756	129170841	129177441	129177520	129168713	129168780	129180070	129180147	178	23,24	4,6	20,12	4,4	184	178	0.715309361707	1.0	0.848,0.795	0.829,0.744	0.035
1781	"ENSG00000158062.16"	"UBXN11"	chr1	-	26627416	26627515	26628184	26628213	26624452	26624553	26629303	26629409	1781	21,11	26,9	10,17	20,5	128	198	0.696654637643	1.0	0.555,0.654	0.436,0.84	-0.033
1782	"ENSG00000158062.16"	"UBXN11"	chr1	-	26628184	26628213	26629303	26629409	26624452	26624553	26633082	26633195	1782	19,1	18,3	6,10	9,16	199	128	0.526956328141	1.0	0.404,0.177	0.3,0.287	-0.003
1783	"ENSG00000158062.16"	"UBXN11"	chr1	-	26628184	26628213	26629303	26629409	26627416	26627515	26633082	26633195	1783	22,1	7,2	4,10	17,2	199	128	0.516604634995	1.0	0.669,0.243	0.131,0.763	0.009
1784	"ENSG00000071564.10"	"TCF3"	chr19	-	1612205	1612432	1615283	1615519	1611702	1611848	1615684	1615820	1784	452,177	273,117	226,82	149,58	199	199	0.612517990867	1.0	0.623,0.602	0.603,0.586	0.018
179	"ENSG00000204463.8"	"BAG6"	chr6	-	31612083	31612191	31612301	31612379	31611858	31611971	31612722	31612975	179	566,292	19,26	292,76	16,6	177	199	0.584050326094	1.0	0.971,0.927	0.954,0.934	0.005
1791	"ENSG00000183354.7"	"KIAA2026"	chr9	-	5944870	5944960	5954015	5954095	5929043	5929159	5968018	5969436	1791	7,10	13,20	3,8	13,15	179	189	0.634933041388	1.0	0.362,0.346	0.196,0.36	0.076
1793	"ENSG00000183354.7"	"KIAA2026"	chr9	-	5954015	5954095	5968018	5969436	5944870	5944960	5988344	5988545	1793	19,33	22,19	9,16	2,18	199	179	0.757881101389	1.0	0.437,0.61	0.802,0.444	-0.1
1796	"ENSG00000183354.7"	"KIAA2026"	chr9	-	5931543	5931684	5944870	5944960	5929043	5929159	5954015	5954095	1796	35,32	1,2	15,33	0,2	189	199	0.786872847045	1.0	0.974,0.944	1.0,0.946	-0.014
1797	"ENSG00000183354.7"	"KIAA2026"	chr9	-	5931543	5931684	5933750	5933881	5929043	5929159	5954015	5954095	1797	4,4	1,2	0,0	0,2	199	199	1	1.0	0.8,0.667	NA,0.0	0.734
1798	"ENSG00000102595.14"	"UGGT2"	chr13	-	96638586	96638686	96648316	96648389	96636057	96636118	96651464	96651561	1798	37,34	11,8	26,26	6,7	172	199	0.953214235742	1.0	0.796,0.831	0.834,0.811	-0.009
1799	"ENSG00000140386.8"	"SCAPER"	chr15	-	77134074	77134272	77150149	77150220	77096873	77096974	77154756	77154874	1799	7,18	13,9	3,17	17,5	170	199	0.790969478696	1.0	0.387,0.701	0.171,0.799	0.059
1804	"ENSG00000049618.17"	"ARID1B"	chr6	+	157256599	157256710	157357968	157358010	157222509	157222659	157405795	157406039	1804	38,52	4,2	48,42	7,1	199	141	0.744048158255	1.0	0.871,0.949	0.829,0.967	0.012
1805	"ENSG00000049618.17"	"ARID1B"	chr6	+	157150360	157150555	157222509	157222659	157099063	157100605	157256599	157256710	1805	15,18	21,36	11,18	39,16	199	199	0.939662127592	1.0	0.417,0.333	0.22,0.529	0.001
1812	"ENSG00000131778.13"	"CHD1L"	chr1	+	146744042	146744291	146746065	146746114	146743829	146743942	146747016	146747131	1812	0,3	0,0	1,3	2,0	199	148	1	1.0	NA,1.0	0.271,1.0	0.365
1814	"ENSG00000131778.13"	"CHD1L"	chr1	+	146744107	146744291	146746065	146746114	146743829	146743942	146747016	146747131	1814	0,4	0,0	0,1	2,0	199	148	1	1.0	NA,1.0	0.0,1.0	0.5
1815	"ENSG00000162105.12"	"SHANK2"	chr11	-	70937610	70937715	70951841	70951968	70935742	70935842	70963470	70963623	1815	1,1	2,0	0,0	0,1	199	199	1	1.0	0.333,1.0	NA,0.0	0.666
1818	"ENSG00000126247.6"	"CAPNS1"	chr19	+	36633553	36633643	36633810	36633855	36633201	36633235	36636707	36636742	1818	31,33	0,1	16,9	0,0	189	144	1	1.0	1.0,0.962	1.0,1.0	-0.019
1822	"ENSG00000110245.7"	"APOC3"	chr11	+	116700913	116701048	116701291	116701353	116700607	116700656	116701488	116701612	1822	4,0	1199,1072	0,2	684,275	199	161	1	1.0	0.003,0.0	0.0,0.006	-0.002
1823	"ENSG00000110245.7"	"APOC3"	chr11	+	116700913	116701048	116701285	116701353	116700607	116700656	116701488	116701612	1823	4,0	1714,1561	0,2	983,364	199	167	1	1.0	0.002,0.0	0.0,0.005	-0.002
1825	"ENSG00000169118.11"	"CSNK1G1"	chr15	-	64508760	64508850	64543710	64543780	64506088	64506323	64551399	64551440	1825	2,3	6,25	2,5	26,14	169	189	0.939620074086	1.0	0.272,0.118	0.079,0.285	0.013
1826	"ENSG00000137878.12"	"GCOM1"	chr15	+	57967165	57967266	58004181	58004386	57953647	57953731	58006733	58006943	1826	0,1	57,38	0,0	21,36	199	199	0.625169195633	1.0	0.0,0.026	0.0,0.0	0.013
1834	"ENSG00000127603.19"	"MACF1"	chr1	+	39847624	39847824	39851105	39851601	39845915	39846045	39852858	39854330	1834	9,18	29,39	13,4	26,23	199	199	0.748652881769	1.0	0.237,0.316	0.333,0.148	0.036
1844	"ENSG00000143537.9"	"ADAM15"	chr1	+	155033238	155033308	155033893	155033965	155032680	155032819	155034720	155034845	1844	35,13	3,0	9,0	0,0	169	171	1	1.0	0.922,1.0	1.0,NA	-0.039
1845	"ENSG00000143537.9"	"ADAM15"	chr1	+	155033890	155033965	155034379	155034451	155033238	155033308	155034720	155034845	1845	12,3	4,0	0,0	0,1	174	171	1	1.0	0.747,1.0	NA,0.0	0.873
1846	"ENSG00000143537.9"	"ADAM15"	chr1	+	155033890	155033965	155034379	155034593	155033238	155033308	155034720	155034845	1846	12,3	4,0	0,0	2,1	174	199	1	1.0	0.774,1.0	0.0,0.0	0.887
1848	"ENSG00000143537.9"	"ADAM15"	chr1	+	155033893	155033965	155034379	155034451	155033238	155033308	155034720	155034845	1848	13,2	4,0	2,1	0,1	171	171	0.65474552368	1.0	0.765,1.0	1.0,0.5	0.133
1851	"ENSG00000110871.10"	"COQ5"	chr12	-	120947819	120947926	120954369	120954591	120942697	120942786	120960016	120960166	1851	88,35	37,22	86,48	48,28	199	199	0.562317447947	1.0	0.704,0.614	0.642,0.632	0.022
1853	"ENSG00000145192.8"	"AHSG"	chr3	+	186334972	186335164	186337645	186337729	186334231	186334316	186338374	186339107	1853	10,13	11368,10339	11,6	7517,5271	199	183	1	1.0	0.001,0.001	0.001,0.001	0.0
1854	"ENSG00000145192.8"	"AHSG"	chr3	+	186336324	186336426	186337645	186337729	186334972	186335139	186338374	186339089	1854	2167,2624	11370,10346	1853,1181	7518,5271	199	183	0.520418966565	1.0	0.149,0.189	0.185,0.171	-0.009
1855	"ENSG00000145192.8"	"AHSG"	chr3	+	186334231	186334316	186337645	186337729	186330854	186331143	186338374	186339089	1855	8,0	11368,10340	2,4	7517,5270	184	183	1	1.0	0.001,0.0	0.0,0.001	0.0
1856	"ENSG00000145192.8"	"AHSG"	chr3	+	186334933	186335164	186337645	186337729	186334231	186334316	186338374	186339107	1856	1,1	11368,10339	0,0	7517,5271	199	183	1	1.0	0.0,0.0	0.0,0.0	0.0
1857	"ENSG00000145192.8"	"AHSG"	chr3	+	186334933	186335139	186337645	186337729	186334231	186334316	186338374	186339089	1857	19,25	11368,10339	4,10	7517,5271	199	183	1	1.0	0.002,0.002	0.0,0.002	0.001
1858	"ENSG00000145192.8"	"AHSG"	chr3	+	186334972	186335139	186337645	186337729	186334231	186334316	186338374	186339089	1858	28,37	11368,10339	15,16	7517,5271	199	183	1	1.0	0.002,0.003	0.002,0.003	0.0
1862	"ENSG00000145192.8"	"AHSG"	chr3	+	186336079	186336280	186336300	186336426	186334975	186335139	186338374	186339107	1862	227,336	300,128	145,302	299,74	199	199	0.994380636848	1.0	0.431,0.724	0.327,0.803	0.012
1867	"ENSG00000163517.10"	"HDAC11"	chr3	+	13538235	13538352	13544383	13544480	13524963	13525064	13545593	13545772	1867	60,22	253,146	28,5	91,48	199	196	0.67392577207	1.0	0.189,0.129	0.233,0.093	-0.004
1868	"ENSG00000163517.10"	"HDAC11"	chr3	+	13538235	13538352	13543370	13543433	13524963	13525064	13544383	13544480	1868	58,23	88,125	28,5	33,52	199	162	0.933058993463	1.0	0.349,0.13	0.409,0.073	-0.002
